record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
15812,No,No,No,16 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Never,Yes,No, , , 
15813,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
15814,No,No,Yes,16 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Rarely,Most of the time,Yes,Yes, , , 
15815,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
15816,No,No,No,16 years old,Female,0 times,2 or 3 times,Never,3 or more,3 to 5 days,Always,Sometimes,No,Yes,No,No,No
15817,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No,No,No,No
15818,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
15819,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Never,No,No, , , 
15820,No,No,No,16 years old,Female,0 times,0 times,Sometimes,1,0 days,Rarely,Sometimes,No,No,No,No,No
15821,Yes,No,No,15 years old,Female,0 times,0 times,Most of the time,1,0 days,Sometimes,Never,Yes,No,No,Yes,No
15822,Yes,Yes,No,16 years old,Female,0 times,1 time,Sometimes,1,3 to 5 days,Most of the time,Sometimes,No,Yes,No,Yes,No
15823,No,No,No,15 years old,Female,1 time,2 or 3 times,Sometimes,2,1 or 2 days,Always,Always,No,Yes,No,No,No
15824,Yes,No,No,17 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Never,Rarely,No,No,No,No,No
15825,Yes,No,No,15 years old, ,2 or 3 times,2 or 3 times,Sometimes,1,6 to 9 days,Sometimes,Rarely,No,Yes, , , 
15826,Yes,No,Yes,15 years old,Female,0 times,0 times,Most of the time,1,3 to 5 days,Sometimes,Never,Yes,Yes,No,Yes,No
15827,Yes,No,No,17 years old,Female,0 times,4 or 5 times,Most of the time,2,3 to 5 days,Rarely,Always,Yes,Yes,No,No,No
15828,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes, , , 
15829,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
15830,No,No,No,17 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Always,Never,No,Yes,No,No,No
15831, ,No,Yes,16 years old,Female,0 times,0 times,Most of the time,1,3 to 5 days,Most of the time,Rarely,Yes,Yes,No,No,No
15832,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Sometimes,No,No,No,Yes,Yes
15833,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
15834,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
15835,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No,No,No,No
15836,Yes,No,No,17 years old,Female,0 times,1 time,Sometimes,0,0 days,Rarely,Rarely,No,No,No,No,No
15837,Yes,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Sometimes,Yes,Yes,No,Yes,No
15838,No,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Most of the time,Never,Yes,Yes,No,No,No
15839,No,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Never,Yes,No,No,Yes,No
15840,No,No,Yes,16 years old,Female,0 times,2 or 3 times,Sometimes,1,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
15841,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
15842,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,No
15843,Yes,Yes,No,17 years old,Male,1 time,2 or 3 times,Most of the time,0,0 days,Always,Rarely,Yes,No,No,No,No
15844,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Always,Always,No,Yes,No,No,No
15845,No,No,Yes,14 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Always,Yes,No,No,No,No
15846, ,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Rarely,No,Yes, , , 
15847,Yes,Yes,Yes,14 years old,Male,0 times,1 time,Most of the time,3 or more,3 to 5 days,Most of the time,Never,Yes,Yes,No,Yes,No
15848,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
15849,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
15850,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,Yes,No
15851,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Sometimes,No,No, , , 
15852,No,No,No,16 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,No,No
15853,No,No,No,13 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,Yes
15854,No,No,No,15 years old,Female,0 times,0 times,Never,1,1 or 2 days,Always,Sometimes,No,Yes,No,No,No
15855,No,Yes,No,17 years old,Male,1 time,0 times,Most of the time,0,0 days,Never,Rarely,Yes,No,No,No,No
15856,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes, , , 
15857,No,No,No,16 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Always,Never,No,No,No,No,No
15858,No,Yes,No,14 years old,Male,1 time,0 times,Most of the time,1,3 to 5 days,Most of the time,Most of the time,Yes,Yes,No,Yes,No
15859,No,Yes,No,14 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Sometimes,Rarely,No,Yes,No,Yes,No
15860,No,No,No,13 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Sometimes,Yes,Yes,No,No,No
15861,No,Yes,No,15 years old,Male,0 times,1 time,Rarely,1,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
15862,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
15863,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
15864,Yes,Yes,No,14 years old,Male,2 or 3 times,1 time,Rarely,0,1 or 2 days,Sometimes,Most of the time,No,Yes,No,Yes,No
15865,No,No,No,16 years old,Male,0 times,1 time,Never,3 or more,6 to 9 days,Sometimes,Always,No,Yes,No,Yes,No
15866,Yes,No,Yes,13 years old,Female,1 time,0 times,Most of the time,1,1 or 2 days,Rarely,Sometimes,Yes,Yes,No,Yes,No
15867,Yes,No,Yes,13 years old,Female,0 times,4 or 5 times,Most of the time,1,0 days,Rarely,Always,Yes,No,No,Yes,No
15868,Yes,No,No,13 years old,Male,1 time,1 time,Rarely,2, ,Never,Rarely,No, , , , 
15869,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No,No,Yes,No
15870,No,No,Yes,16 years old,Female,0 times,2 or 3 times,Most of the time,3 or more,6 to 9 days,Sometimes,Most of the time,Yes,Yes,No,No,No
15871,No,No,No,13 years old,Male,1 time,1 time,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
15872,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Sometimes,No,No,No,No,No
15873,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
15874,No,Yes,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Rarely,No,Yes,No,Yes,No
15875,No,No,No,17 years old,Male,0 times,6 or 7 times,Never,3 or more,3 to 5 days,Rarely,Never,No,Yes,No,No,No
15876,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
15877,No,No,Yes,13 years old,Female,0 times,4 or 5 times,Sometimes,2,3 to 5 days,Rarely,Never,No,Yes, , , 
15878,Yes,Yes,No,14 years old,Female,2 or 3 times,2 or 3 times,Sometimes,0,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
15879,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,Yes
15880,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,Yes,No
15881, ,Yes,Yes,15 years old,Female,0 times,0 times,Most of the time,2,0 days,Most of the time,Rarely,Yes,No,No,No,No
15882,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
15883,No,No,Yes,14 years old,Female,0 times,0 times,Rarely,1,0 days,Always,Sometimes,No,No,No,No,No
15884,No,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Never,Never,No,Yes,No,No,No
15885,No,No,Yes,17 years old,Female,2 or 3 times,4 or 5 times,Sometimes,3 or more,1 or 2 days,Never,Never,No,Yes,No,No,No
15886,No,No,Yes,14 years old,Male,6 or 7 times,6 or 7 times,Rarely, ,3 to 5 days,Most of the time,Sometimes,No,Yes,No,No,No
15887,No,Yes,Yes,14 years old,Male,1 time,1 time,Most of the time,3 or more,3 to 5 days,Never,Rarely,Yes,Yes,No,No,No
15888,Yes,Yes,Yes,15 years old,Male,0 times,4 or 5 times,Sometimes,2,3 to 5 days,Never,Never,No,Yes, , , 
15889, ,Yes,Yes,14 years old,Female,0 times,1 time,Most of the time,3 or more,1 or 2 days,Never,Never,Yes,Yes, , , 
15890,Yes,Yes,Yes,14 years old,Female,0 times,2 or 3 times,Sometimes,0,1 or 2 days,Never,Rarely,No,Yes, , , 
15891,Yes,Yes,Yes,15 years old,Female,1 time,0 times,Rarely,3 or more,10 or more days,Never,Never,No,Yes,No,Yes,No
15892,No,No,No,16 years old,Male,0 times,0 times,Most of the time,3 or more,3 to 5 days,Always,Rarely,Yes,Yes,No,No,No
15893,No,No,Yes,17 years old,Female,1 time,0 times,Most of the time,1,0 days,Rarely,Never,Yes,No,No,Yes,No
15894,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,10 or more days,Always,Rarely,Yes,Yes,No,Yes,No
15895,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more, ,Rarely,Sometimes,No, , , , 
15896,No,Yes,No,16 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Rarely,Most of the time,Yes,Yes,No,No,No
15897,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Never,Yes,No,No,Yes,No
15898,No,No,No,14 years old,Female,2 or 3 times,0 times,Rarely,0,0 days,Sometimes,Never,No,No, , , 
15899,No,No,Yes,14 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Sometimes,Never,Yes,Yes,No,No,No
15900,No,Yes,No,15 years old, ,0 times,1 time,Most of the time,2,6 to 9 days,Rarely,Never,Yes,Yes, , , 
15901,No,Yes,No,14 years old,Female,0 times,0 times,Most of the time, ,1 or 2 days,Always,Never,Yes,Yes,No,No,No
15902,Yes,No,Yes,14 years old,Female,0 times,0 times,Always,2,1 or 2 days,Always,Rarely,Yes,Yes,No,Yes,Yes
15903,No,Yes,No,14 years old,Female,1 time,0 times,Rarely,2,6 to 9 days,Sometimes,Most of the time,No,Yes,No,No,No
15904,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
15905,Yes,No,Yes,15 years old,Male,2 or 3 times,0 times,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,No,No
15906,No,No,No,16 years old,Female,2 or 3 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
15907,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
15908,No,Yes,No,15 years old,Female,1 time,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes, , , 
15909,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No,No,Yes,Yes
15910,Yes,No,Yes,15 years old,Male,0 times,0 times,Sometimes,1,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
15911,No,Yes,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Sometimes,No,No,No,No,No
15912,No,No,No,15 years old,Female,0 times,0 times,Sometimes,1,0 days,Most of the time,Never,No,No,No,No,No
15913,Yes,Yes,Yes,16 years old,Male,0 times,0 times,Sometimes,0,1 or 2 days,Rarely,Always,No,Yes,No,No,No
15914,No,No,Yes,16 years old,Female,0 times,1 time,Sometimes,2,0 days,Sometimes,Most of the time,No,No, , , 
15915,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
15916,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
15917,Yes,Yes,No,15 years old,Male,2 or 3 times,0 times,Sometimes,0,3 to 5 days,Most of the time,Rarely,No,Yes,No,No,No
15918,Yes,Yes,Yes,15 years old,Female,1 time,0 times,Always,1,1 or 2 days,Rarely,Never,Yes,Yes,No,Yes,No
15919,No,Yes,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,6 to 9 days,Always,Sometimes,No,Yes,No,No,No
15920,Yes,Yes,No,16 years old,Female,0 times,0 times,Most of the time,0,3 to 5 days,Always,Always,Yes,Yes,No,No,No
15921,No,No,Yes,15 years old,Male,0 times,1 time,Rarely,3 or more,6 to 9 days,Most of the time,Sometimes,No,Yes,No,Yes,No
15922,No,Yes,No,15 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,3 to 5 days,Most of the time,Sometimes,No,Yes, , , 
15923,No, , ,15 years old,Female,1 time,1 time,Sometimes,3 or more,0 days,Always,Rarely,No,No, , , 
15924,No,Yes,Yes,17 years old,Female,0 times,1 time,Most of the time,3 or more,0 days,Sometimes,Never,Yes,No,No,No,No
15925,No,Yes,No,17 years old,Female,1 time,0 times,Rarely,2,0 days,Always,Rarely,No,No,No,Yes,No
15926,No,No,Yes,16 years old,Female,1 time,0 times,Rarely,1,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
15927,No,Yes,Yes,17 years old,Female,2 or 3 times,0 times,Most of the time,3 or more,1 or 2 days,Rarely,Most of the time,Yes,Yes,No,Yes,No
15928,Yes,No,Yes,16 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Most of the time,Yes,Yes,No,No,No
15929,Yes,No,No,16 years old,Female,2 or 3 times,0 times,Sometimes,0,1 or 2 days,Rarely,Most of the time,No,Yes,No,Yes,No
15930,No,Yes,No,16 years old,Female,0 times,4 or 5 times,Sometimes,2,10 or more days,Sometimes,Rarely,No,Yes,No,No,No
15931,No,No,Yes,17 years old,Female,0 times,0 times,Sometimes,3 or more,10 or more days,Sometimes,Never,No,Yes,No,Yes,Yes
15932,Yes,Yes,No,16 years old,Male,1 time,0 times,Sometimes,0,0 days,Most of the time,Most of the time,No,No, , , 
15933,No,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Rarely,Never,Yes,Yes,No,No,No
15934,Yes,Yes,No,16 years old,Female,2 or 3 times,2 or 3 times,Most of the time,3 or more,0 days,Sometimes,Most of the time,Yes,No,No,Yes,Yes
15935,No,Yes, ,17 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,No,No
15936,No,Yes,Yes,16 years old,Female,0 times,1 time,Sometimes,2,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
15937, ,No,Yes,16 years old,Female,2 or 3 times,0 times,Rarely,2,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
15938,Yes,Yes,Yes,16 years old,Female,2 or 3 times,1 time,Most of the time,3 or more,1 or 2 days,Most of the time,Most of the time,Yes,Yes,No,Yes,No
15939,No,Yes,Yes,16 years old,Female,1 time,1 time,Most of the time,0,3 to 5 days,Rarely,Rarely,Yes,Yes,No,No,No
15940,Yes,No,No,17 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
15941,No,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Always,No,No, , , 
15942,No,No,No,14 years old,Male,0 times,1 time,Sometimes,2,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
15943,Yes,No,No,14 years old,Male,0 times,0 times,Most of the time,1,0 days,Always,Always,Yes,No,No,No,No
15944,Yes,No,No,15 years old,Female,2 or 3 times,1 time,Most of the time,0,1 or 2 days,Rarely,Most of the time,Yes,Yes,No,No,No
15945,No,Yes,No,14 years old,Female,0 times,4 or 5 times,Most of the time,0,3 to 5 days,Most of the time,Sometimes,Yes,Yes,No,Yes,No
15946,No,No,No,13 years old,Female,0 times,1 time,Rarely,2,0 days,Most of the time,Rarely,No,No, , , 
15947,No,No,No,13 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Rarely, ,No,No,No,No,No
15948,No,No,No,16 years old,Female,6 or 7 times,1 time,Sometimes,1,0 days,Rarely,Sometimes,No,No,No,No,No
15949,Yes,No,No,13 years old,Male,0 times,0 times,Most of the time,0,1 or 2 days,Rarely,Rarely,Yes,Yes,No,Yes,Yes
15950,Yes,Yes,No,16 years old,Male,2 or 3 times,0 times,Sometimes,1,3 to 5 days,Sometimes,Sometimes,No,Yes, , , 
15951,No,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,3 to 5 days,Sometimes,Never,No,Yes,No,No,No
15952,No,Yes,Yes,14 years old,Female,1 time,1 time,Most of the time,0,0 days,Most of the time,Rarely,Yes,No,No,Yes,No
15953,No,Yes,No,14 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
15954,Yes,Yes,Yes,13 years old,Male,0 times,1 time,Rarely,3 or more,6 to 9 days,Always,Most of the time,No,Yes,No,Yes,No
15955,Yes,Yes,Yes,14 years old,Male,0 times,0 times,Most of the time,0,1 or 2 days,Sometimes,Most of the time,Yes,Yes,No,No,No
15956,Yes,No,No,14 years old,Female,12 or more times,0 times,Always,1,6 to 9 days,Never,Never,Yes,Yes, , , 
15957,Yes,No,Yes,14 years old,Male,2 or 3 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No, , , 
15958,Yes,Yes,No,13 years old,Male,0 times,4 or 5 times,Sometimes,1,6 to 9 days,Sometimes,Always,No,Yes, , , 
15959,Yes,No,Yes,13 years old,Female,0 times,0 times,Most of the time,0,6 to 9 days,Rarely,Always,Yes,Yes, , , 
15960,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Rarely,Yes,Yes, , , 
15961,Yes,No,Yes,13 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Sometimes,Never,Yes,Yes,No,No,No
15962,No,No,No,13 years old,Female,0 times,1 time,Never,1,0 days,Always,Sometimes,No,No,Yes,No,No
15963,No,No,No,13 years old,Female,1 time,1 time,Most of the time,3 or more,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,Yes,Yes
15964,No,Yes,No,14 years old,Male,1 time,0 times,Most of the time,3 or more,0 days,Always,Never,Yes,No, , , 
15965,No, ,No,13 years old, ,1 time,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes, , , 
15966,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
15967,No,Yes,No,13 years old,Female,12 or more times,0 times,Most of the time,1,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,Yes,No
15968,No,Yes,No,14 years old,Female,1 time,0 times,Always,3 or more,0 days,Rarely,Rarely,Yes,No, , , 
15969,Yes,Yes,No,14 years old,Male,0 times,1 time,Most of the time,3 or more,0 days,Always,Always,Yes,No, , , 
15970,No,Yes,No,13 years old,Female,0 times,0 times,Most of the time,0,0 days,Always,Always,Yes,No,No,No,No
15971,Yes,No,No,17 years old,Male,1 time,2 or 3 times,Most of the time,3 or more,10 or more days,Sometimes,Most of the time,Yes,Yes, , , 
15972,No,No,No,13 years old,Male,2 or 3 times,2 or 3 times,Sometimes,1,0 days,Rarely,Rarely,No,No,No,No,No
15973,No,No,No,14 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Most of the time,No,No, , , 
15974,Yes,Yes,No,15 years old,Male,0 times,4 or 5 times,Rarely,0,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
15975,Yes,No,No,13 years old,Male,0 times,0 times,Most of the time,2,6 to 9 days,Most of the time,Always,Yes,Yes, , , 
15976,Yes,No,No,14 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,Yes,No
15977,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,3 to 5 days,Sometimes,Sometimes,No,Yes, , , 
15978,No,Yes,No,17 years old,Male,1 time,1 time,Most of the time,3 or more,3 to 5 days,Most of the time,Sometimes,Yes,Yes,No,Yes,No
15979,Yes,No,No,15 years old,Female,0 times,0 times,Most of the time,0,3 to 5 days,Always,Always,Yes,Yes,No,Yes,Yes
15980,No,No,No,14 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,No,No
15981,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
15982,No,No,Yes,14 years old,Female,0 times,2 or 3 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
15983,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
15984,No,No,No,14 years old,Male,0 times,0 times,Never,1,0 days,Most of the time,Sometimes,No,No,Yes,No,No
15985,Yes,Yes,Yes,14 years old,Male,1 time,2 or 3 times,Most of the time,0,3 to 5 days,Sometimes,Most of the time,Yes,Yes,No,Yes,No
15986,No,Yes,No,15 years old,Male,0 times,1 time,Always,2,3 to 5 days,Rarely,Always,Yes,Yes,No,No,No
15987,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
15988,Yes,No,Yes,15 years old,Female,0 times,0 times,Sometimes,1,3 to 5 days,Always,Most of the time,No,Yes,No,No,No
15989,Yes,Yes,No,14 years old,Female,0 times,0 times,Most of the time,1,0 days,Rarely,Rarely,Yes,No,No,Yes,No
15990,No,No,No,15 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes, , , 
